Titulo,Compañia,Experiencia,Salario,Ubicacion,Fecha,Requisitos
Senior Android Software Engineer,Contentsquare,0,Sin informacion,Barcelona,08-12-2022,"['Core', 'Angular', 'C', 'Android', 'Cordova', 'iOS', 'Go', 'Ionic', 'Java', 'Node', 'React', 'TypeScript', 'Vue', 'Kotlin', 'Dart', 'Flutter', 'Python', 'R', 'React Native', 'Scala', 'Swift', 'AWS', 'Kafka', 'Spark']"
Senior Java Developer - Spanish/English - Remote,Talent 4.0,3,Sin informacion,Murcia,08-12-2022,"['Angular', 'API', 'Go', 'Java', 'Spring', 'React', 'AWS', 'Kafka', 'Agile']"
Desarrollador .backend,Page Personnel Spain,5,Sin informacion,Madrid,05-01-2023,[]
.NET developer (con C#) Empresa líder especializada en el diseño y fabricación de soluciones integrales,Prometeo Talent,4,Sin informacion,Barcelona,08-12-2022,"['C', 'Xamarin', 'Nodejs', 'Hardware']"
Programador/a Senior JAVA,MALTHUS DARWIN,3,Sin informacion,Málaga,08-12-2022,"['Java', 'Apache', 'AWS', 'Kafka']"
Senior Developer iOS,B2M,2,Sin informacion,Madrid,14-12-2022,"['C', 'iOS', 'Swift', 'Agile']"
Senior Software Engineer - App Stores Backend (Remote),Canonical - Jobs,Sin informacion,Sin informacion,Málaga,04-01-2023,"['C', 'Python', 'Access', 'Linux', 'Ubuntu', 'IoT']"
Senior Backend Software Engineer (Java/Kotlin) (f/m/d),zooplus Services ESP S.L.,5,Sin informacion,Madrid,08-12-2022,"['MEAN', 'Angular', 'Java', 'React', 'Vue', 'Kotlin', 'PHP', 'Scala', 'Elasticsearch', 'DynamoDB', 'Redis', 'Oracle', 'AWS', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'Agile', 'Scrum']"
PHP Backend Engineer (BL - 0103),Merlin Digital Partner,4,Sin informacion,Barcelona,08-12-2022,"['Nodejs', 'PHP', 'Symfony', 'SQL', 'EDGE', 'Agile', 'Salesforce']"
Backend Developer,Kodify,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Next', 'Nodejs', 'R', 'Agile']"
Senior brand designer,Canonical - Jobs,Sin informacion,Sin informacion,Sevilla,08-12-2022,"['Core', 'Photoshop', 'C', 'Linux', 'Ubuntu']"
Lead Developer (Angular & Node.js) 100% REMOTO,Acertto Talent Linkers SL,5,Sin informacion,Madrid,08-12-2022,"['Angular', 'JavaScript', 'Nodejs', 'Node', 'TypeScript', 'MS SQL', 'MySQL', 'SQL', 'MongoDB', 'Bases de Datos', 'CRM']"
"Engineering Director, App Stores",Canonical - Jobs,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['C', 'Python', 'Linux', 'Ubuntu', 'IoT', 'Agile']"
Software Developer (“Certificado de discapacidad” - holder only!),NPAW,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Java', 'Access']"
Senior Java Developer - Spanish/English - Remote,Talent 4.0,3,Sin informacion,Barcelona,08-12-2022,"['Angular', 'API', 'Go', 'Java', 'Spring', 'React', 'AWS', 'Kafka', 'Agile']"
Scala Developer - Málaga,Page Personnel Spain,Sin informacion,Sin informacion,Málaga,05-01-2023,"['Java', 'Scala', 'Agile']"
SOFTWARE ENGINEER (PYTHON),B2M,3,Sin informacion,Madrid,08-12-2022,"['Python', 'GIT', 'Jenkins']"
Programador/a .NET (Selección Directa),MALTHUS DARWIN,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['.NET', 'Entity Framework', 'WCF', 'API', 'C', 'CSS3', 'HTML5', 'JavaScript', 'REST', 'SQL', 'SQL Server', 'Bases de Datos', 'GIT', 'Windows', 'Agile', 'Scrum']"
Senior Software Engineer - App Stores Backend (Remote),Canonical - Jobs,Sin informacion,Sin informacion,Sevilla,04-01-2023,"['C', 'Python', 'Access', 'Linux', 'Ubuntu', 'IoT']"
Backend Software Engineer - GraphQL ✔,Prometeo Talent,2,Sin informacion,Madrid,08-12-2022,"['Next', 'Node', 'TypeScript', 'Access', 'MongoDB', 'Docker', 'Kubernetes', 'Kafka']"
Senior Backend Software Engineer (Java/Kotlin) (f/m/d),zooplus Services ESP S.L.,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'Java', 'React', 'Vue', 'Kotlin', 'PHP', 'Scala', 'Elasticsearch', 'DynamoDB', 'Redis', 'Oracle', 'AWS', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'Agile', 'Scrum']"
Frontend Web Developer (MR-0101),Merlin Digital Partner,3,Sin informacion,Barcelona,08-12-2022,"['Angular', 'API', 'CSS', 'CSS3', 'Android', 'iOS', 'JavaScript', 'Node', 'React', 'TypeScript', 'VueJS', 'Natural', 'REST', 'Access', 'AWS', 'GIT', 'JIRA', 'Agile', 'Kanban', 'Scrum']"
Senior brand designer,Canonical - Jobs,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Core', 'Photoshop', 'C', 'Linux', 'Ubuntu']"
"Engineering Director, App Stores",Canonical - Jobs,Sin informacion,Sin informacion,Sevilla,08-12-2022,"['C', 'Python', 'Linux', 'Ubuntu', 'IoT', 'Agile']"
Senior Java Developer - Spanish/English - Remote,Talent 4.0,3,Sin informacion,Madrid,08-12-2022,"['Angular', 'API', 'Go', 'Java', 'Spring', 'React', 'AWS', 'Kafka', 'Agile']"
Desarrollador Python - 100% Remoto,Page Personnel Spain,Sin informacion,Sin informacion,Madrid,05-01-2023,"['API', 'Python', 'Django', 'REST', 'Linux', 'GIT']"
Full Stack Developer,B2M,3,Sin informacion,Madrid,08-12-2022,"['ReactJS', 'MySQL', 'Python', 'Bases de Datos', 'GIT', 'Docker', 'Kubernetes']"
Analista Front,MALTHUS DARWIN,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Node', 'React']"
Senior Software Engineer - App Stores Backend (Remote),Canonical - Jobs,Sin informacion,Sin informacion,Madrid,04-01-2023,"['C', 'Python', 'Access', 'Linux', 'Ubuntu', 'IoT']"
Senior Backend Developer - Java |FINTECH | +4 years,Prometeo Talent,4,Sin informacion,Barcelona,08-12-2022,"['Cycle', 'Java', 'Next', 'AWS', 'Docker', 'Kubernetes']"
Desarrollador/a Microservicios - Málaga,Vermont Solutions,2,Sin informacion,Málaga,24-12-2022,"['Java', 'JUnit', 'Springboot', 'MongoDB', 'BBDD', 'GIT', 'Jenkins']"
Python microservicios Developer,Vermont Solutions,5,Sin informacion,Asturias,08-12-2022,"['Python', 'AWS']"
Desarrollador Java con Microservicios proyecto 100% remoto con contrato indefinido,"Kapres Technology, S.L.",4,Sin informacion,Madrid,08-12-2022,['Java']
Analista Programador Senior | Java Microservicios SpringBoot Cloud Azure,MALTHUS DARWIN,3,Sin informacion,Barcelona,08-12-2022,"['Java', 'JUnit', 'Springboot', 'GIT', 'Jenkins', 'Docker', 'Kubernetes']"
Ingeniera/o de Software. Microservicios,Aldesa,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Java', 'Spring', 'Redes', 'Google Cloud Platform', 'Kubernetes']"
Proyecto desde cero Microservicios .NET/ Internacional,Agioglobal,Sin informacion,Sin informacion,Málaga,08-12-2022,"['Core', 'C', 'CSS', 'HTML', 'JavaScript', 'React', 'SQL', 'SQL Server', 'BBDD', 'GIT', 'Docker', 'Agile', 'Scrum']"
DevOps - Blockchain,Page Personnel Spain,Sin informacion,Sin informacion,Barcelona,31-12-2022,"['Nodejs', 'NoSQL', 'Python', 'REST', 'SQL', 'Red Hat', 'Redes', 'VPN', 'Bases de Datos', 'Docker', 'Kubernetes', 'Blockchain']"
Programadores/Analistas Programadores JAVA,Grupo NS,Sin informacion,Sin informacion,Madrid,19-12-2022,"['Java', 'Spring', 'SQL']"
Programador Backend,IRIUM - Spain,Sin informacion,Sin informacion,Madrid,04-01-2023,"['Angular', 'Java', 'Springboot', 'Agile']"
Senior Software Developer .Net,SoftwareONE,Sin informacion,Sin informacion,Sin informacion,06-01-2023,"['.NET', 'ASP.NET', 'Core', 'ASP', 'MySQL', 'NoSQL', 'REST', 'SQL', 'DynamoDB', 'MongoDB', 'SQL Server', 'Oracle', 'Docker', 'Agile']"
Desarrollador/a .NET,Icalia Solutions,5,Sin informacion,Barcelona,04-01-2023,"['Angular', 'API', 'Bootstrap', 'C', 'CSS', 'Sass', 'Android', 'iOS', 'JavaScript', 'SQL', 'SQL Server']"
Application Architect for Advisory,SoftwareONE,Sin informacion,Sin informacion,Madrid,08-12-2022,"['.NET', 'ASP.NET', 'Angular', 'API', 'ASP', 'C', 'Java', 'Spring', 'Node', 'React', 'Vue', 'Flutter', 'NoSQL', 'PHP', 'React Native', 'SQL', 'AWS', 'Docker', 'Agile', 'ITIL']"
Senior Backend Engineer,Avantio,Sin informacion,Sin informacion,Valencia,08-12-2022,"['Go', 'JavaScript', 'Node', 'TypeScript', 'Python', 'REST', 'SQL', 'MongoDB', 'Bases de Datos', 'AWS', 'Docker', 'Kubernetes', 'Kanban', 'Scrum']"
Full Stack Developer,B2M,3,Sin informacion,Madrid,08-12-2022,"['ReactJS', 'MySQL', 'Python', 'Bases de Datos', 'GIT', 'Docker', 'Kubernetes']"
SGTO Málaga - Full Stack Developer,Santander,Sin informacion,Sin informacion,Málaga,08-12-2022,"['Angular', 'Java', 'Spring', 'Node', 'React', 'Vue', 'MySQL', 'Kubernetes', 'Blockchain', 'Agile']"
Java Developer (Remoto),Bo Growth,Sin informacion,Sin informacion,Valencia,08-12-2022,"['Java', 'J2EE', 'JBoss', 'Tomcat', 'Hibernate', 'Servlets', 'JUnit', 'Maven', 'Spring', 'JavaScript', 'JSON', 'Node', 'JMeter', 'MySQL', 'NoSQL', 'REST', 'SQL', 'XML', 'Cucumber', 'Elasticsearch', 'DynamoDB', 'MongoDB', 'Oracle', 'Bases de Datos', 'GIT', 'Jenkins', 'Kanban', 'Scrum']"
Desarrollador (Banca),Common Management Solutions,5,Sin informacion,Asturias,08-12-2022,"['C', 'Java', 'Spring', 'Springboot', 'MongoDB', 'SOAP', 'BBDD', 'Kanban', 'Scrum']"
Fullstack Developer,Alcasal Soluciones de Alimentacion SL,3,Sin informacion,Madrid,08-12-2022,"['Node', 'React', 'TypeScript', 'AWS', 'GIT', 'Docker', 'Kubernetes']"
Software Architect,Page Personnel Spain,Sin informacion,Sin informacion,Sevilla,03-01-2023,"['C', 'SQL', 'SQL Server', 'Oracle', 'Bases de Datos', 'AWS', 'Kubernetes', 'Kafka']"
Python Developer,INNOCV Solutions S.L.U.,Sin informacion,Sin informacion,Asturias,03-01-2023,"['Python', 'Django', 'REST', 'Bases de Datos', 'Docker', 'Kubernetes']"
ARQUITECTO MOVILIDAD,IRIUM - Spain,4,Sin informacion,Sin informacion,02-01-2023,['Android']
Data Modelling Architect,VISEO - Spain,3,Sin informacion,Barcelona,30-12-2022,"['NoSQL', 'Python', 'SQL', 'SQL Server', 'Bases de Datos', 'Datawarehouse', 'BI']"
DEVOPS ENGINEER | CI/CD | APPLICATION LIFECYCLE MANAGER,Techyon Espana,Sin informacion,Sin informacion,Sin informacion,30-12-2022,"['Core', 'MySQL', 'NoSQL', 'Python', 'SQL', 'MongoDB', 'Linux', 'Debian', 'Ubuntu', 'Nagios', 'Jenkins', 'Virtualizacion', 'Docker', 'Kubernetes', 'VMware']"
DevOps Engineer / System Administrator,Bo Growth,Sin informacion,200€,Valencia,28-12-2022,"['NoSQL', 'Redis', 'Linux', 'DNS', 'Bases de Datos', 'AWS', 'Microsoft Azure', 'Jenkins', 'IoT', 'JIRA']"
FULLSTACK ANGULAR/NODEJS,IRIUM - Spain,4,Sin informacion,Sin informacion,23-12-2022,"['Angular', 'API', 'Java', 'Nodejs', 'TypeScript', 'MySQL', 'NoSQL', 'Bases de Datos', 'Agile']"
Programador Java,Randstad Spain,Sin informacion,Sin informacion,Madrid,22-12-2022,"['Java', 'Spring', 'R']"
Java Developer,Garaje de ideas,Sin informacion,500€,Asturias,22-12-2022,"['API', 'Java', 'Spring', 'REST', 'Bases de Datos']"
Senior Backend Engineer (Python),Diggia Group,3,Sin informacion,Sin informacion,22-12-2022,"['API', 'NoSQL', 'Python', 'Django', 'REST', 'Elasticsearch', 'Redis', 'Bases de Datos', 'GIT', 'JIRA', 'Scrum']"
Security Specialist - Ciberseguridad,Talan,5,Sin informacion,Málaga,20-12-2022,"['Access', 'Docker', 'Kubernetes', 'Blockchain', 'IoT', 'Agile']"
Programador angular/node.100% remoto,eXperience IT Solutions,3,Sin informacion,Sevilla,19-12-2022,"['Angular', 'Node', 'MySQL', 'BBDD', 'GIT']"
Analista Programador (PHP) | Madrid,Prometeo Talent,3,Sin informacion,Madrid,13-12-2022,"['API', 'PHP', 'Laravel', 'REST', 'Scrum']"
Arquitecto/a Java (Remoto - EspaÃ±a),QUID - INNTECI,6,Sin informacion,Sin informacion,08-12-2022,"['API', 'Java', 'J2EE', 'Tomcat', 'JPA', 'Hibernate', 'JUnit', 'Maven', 'Spring', 'NoSQL', 'REST', 'SQL', 'SOAP', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'Scrum']"
Golang Backend Engineer,WebBeds,2,Sin informacion,Sin informacion,06-01-2023,"['Core', 'API', 'C', 'Go', 'Java', 'Next', 'Express', 'Python', 'Scala', 'Linux', 'AWS', 'EDGE', 'Docker', 'Kubernetes', 'ERP', 'Agile']"
Big Data Architect - Product,Winning,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Java', 'NoSQL', 'Scala', 'SQL', 'Apache', 'MongoDB', 'Bases de Datos', 'Cassandra', 'Hadoop', 'Kafka', 'Spark']"
Lead Developer | para empresa del sector ed-tech,Prometeo Talent,3,Sin informacion,Madrid,08-12-2022,"['API', 'CSS', 'HTML', 'PHP', 'REST', 'WordPress', 'Scrum']"
Arquitecto Técnico Java,The White Team,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Java', 'Spring', 'Jenkins']"
Programador Java,Devoteam Spain,5,Sin informacion,Madrid,08-12-2022,"['Angular', 'Bootstrap', 'HTML5', 'Java', 'Maven', 'Spring', 'Springboot', 'JavaScript', 'AngularJS', 'SQL', 'Oracle', 'BBDD', 'AWS', 'Datawarehouse', 'Salesforce', 'BI']"
OPORTUNIDAD PROFESIONAL COMO GESTOR DE PROBLEMAS,Stefanini EMEA,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'Spring', 'SQL', 'ETL']"
OPORTUNIDAD COMO DESARROLLADOR FULL STACK,Stefanini EMEA,2,Sin informacion,Sin informacion,08-12-2022,"['CSS', 'HTML', 'J2EE', 'Spring', 'Springboot', 'JQuery', 'JSON', 'REST', 'SQL', 'XML', 'SOAP', 'Bases de Datos', 'GIT', 'Docker']"
Senior SysOps Engineer,PcComponentes,Sin informacion,46.000 €,Madrid,08-12-2022,"['JMeter', 'MySQL', 'PHP', 'Python', 'Elasticsearch', 'MongoDB', 'Redis', 'Linux', 'TCP/IP', 'Bases de Datos', 'BBDD', 'AWS', 'Jenkins', 'Docker', 'Kubernetes', 'VMware', 'Windows']"
Full Stack Developer,The White Team,3,Sin informacion,Sin informacion,08-12-2022,"['MEAN', 'Angular', 'JavaScript', 'Node', 'PHP', 'Symfony', 'SAN', 'Bases de Datos']"
Analista Funcional,Icalia Solutions,3,Sin informacion,Barcelona,08-12-2022,"['Java', 'J2EE']"
Administrador Azure,Randstad Spain,Sin informacion,Sin informacion,Madrid,08-12-2022,['R']
Senior Backend Developer (They/He/She),Adsmurai,6,Sin informacion,Málaga,08-12-2022,"['API', 'JavaScript', 'ReactJS', 'React', 'PHP', 'Laravel', 'REST', 'SQL', 'Elasticsearch', 'Redis', 'Bases de Datos', 'Google Cloud Platform', 'GIT', 'Docker', 'Kubernetes', 'Scrum']"
Backend Developer,Viajes Para Ti,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Kotlin', 'MySQL', 'PHP', 'Symfony', 'DynamoDB', 'Redis', 'Bases de Datos', 'AWS', 'GIT', 'JIRA', 'Scrum']"
Analista Programador .Net (entorno internacional),Consultia IT,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'C', 'ReactJS', 'Python', 'SQL', 'JIRA']"
Scrum Master (background técnico),Vermont Solutions,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'Java', 'Agile', 'Scrum']"
Analista Programador Moodle y Java,Grupo PROEDUCA,5,Sin informacion,Madrid,08-12-2022,"['Bootstrap', 'Java', 'Tomcat', 'JPA', 'Hibernate', 'Maven', 'Spring', 'JavaScript', 'JQuery', 'JSON', 'MySQL', 'PHP', 'REST', 'SQL', 'SOAP', 'Bases de Datos', 'GIT', 'Scrum', 'PM']"
Senior Salesforce Marketing Cloud Solutions Architect,Rhams Talent,5,Sin informacion,Madrid,08-12-2022,"['Core', 'Adobe', 'API', 'Node', 'React', 'NoSQL', 'R', 'SQL', 'UML', 'SAN', 'Salesforce', 'SAP']"
Network and Service Designer,B2M,Sin informacion,Sin informacion,Madrid,08-12-2022,"['API', 'REST', 'Redes', 'SOAP', '4G', 'Kafka']"
EcoSystem Field Engineer- Industrial and Edge,Red Hat Software,5,Sin informacion,Sin informacion,07-01-2023,"['Go', 'R', 'Red Hat', 'EDGE', 'Kubernetes']"
"Technical Partner Solution Engineer - Ecosystem, Industrial and Edge",Red Hat Software,5,Sin informacion,Sin informacion,07-01-2023,"['Go', 'R', 'Red Hat', 'EDGE', 'Kubernetes']"
Software Engineer,PayFit,4,Sin informacion,Barcelona,03-01-2023,"['Core', 'JavaScript', 'Next', 'Node', 'React', 'AWS', 'Docker', 'Kubernetes']"
Account Manager (IT solutions),VISEO - Spain,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Salesforce', 'SAP']"
Java Developer,atmira,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Flex', 'Java', 'Spring']"
Developer .NET Core (trabaja con lo Ãºltimo en Microsoft),VISEO - Spain,3,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'C', 'REST', 'Visual Basic']"
Programador Java - Barcelona (Spanish speaking),Talent 4.0,3,Sin informacion,Barcelona,08-12-2022,"['Java', 'JPA', 'Hibernate', 'JUnit', 'Spring', 'REST', 'AWS', 'GIT']"
Jefe/a de Projecto con Java - Freelance - Paquete de ayuda para reubicación,Talent 4.0,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Angular', 'Java', 'J2EE', 'Hibernate', 'Spring', 'JavaScript', 'Backbone', 'React', 'REST', 'SQL', 'Docker', 'Kanban', 'Scrum']"
Consultor/a SAP BPC,VISEO - Spain,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['C', 'Python', 'AWS', 'Docker', 'SSIS', 'SAP', 'BW', 'BI', 'Tableau']"
".NET Developer [45.000-52.000€] - (Microservices, Azure, Kubernetes) - Senior Team - 90% remote - no legacy Code",Specific-Group Valencia,5,52.000€,Valencia,08-12-2022,"['.NET', 'ASP.NET', 'Core', 'Entity Framework', 'Angular', 'API', 'ASP', 'C', 'SQL', 'EDGE', 'Kubernetes', 'ERP', 'Scrum']"
Senior Software Developer - Java Expertise,Moffatt & Nichol,5,Sin informacion,Sin informacion,08-12-2022,"['API', 'Java', 'Spring', 'JSON', 'REST', 'SQL', 'Redis', 'Linux', 'GIT', 'Docker', 'Kubernetes', 'Kafka']"
(Senior) Software Engineer - Java (m/f/*),Ultra Tendency International GmbH,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'Springboot', 'Scala', 'Access', 'EDGE', 'Kafka', 'Agile']"
Senior Backend Developer - Java |FINTECH | +4 years,Prometeo Talent,4,Sin informacion,Barcelona,08-12-2022,"['Cycle', 'Java', 'Next', 'AWS', 'Docker', 'Kubernetes']"
(Senior) Software Engineer - Java (m/f/*),Ultra Tendency International GmbH,3,Sin informacion,Sin informacion,08-12-2022,"['Java', 'Springboot', 'Scala', 'Access', 'EDGE', 'Kafka', 'Agile']"
Senior Backend Developer - Java |FINTECH | +4 years,Prometeo Talent,4,Sin informacion,Barcelona,08-12-2022,"['Cycle', 'Java', 'Next', 'AWS', 'Docker', 'Kubernetes']"
Python Backend Engineer,Seedtag,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['API', 'Next', 'Node', 'TypeScript', 'Natural', 'Python', 'REST', 'Scala', 'Access', 'MongoDB', 'Redis', 'AWS', 'Google Cloud Platform', 'Kubernetes', 'Kafka']"
Software Architect (m/w/d) Remote,BIKE24,Sin informacion,Sin informacion,Teletrabajo,08-12-2022,"['Node', 'Docker', 'Agile', 'Basis']"
Scala Engineer (100% Global Remote),vidIQ,Sin informacion,Sin informacion,Madrid,14-12-2022,"['Core', 'API', 'REST', 'Scala', 'DynamoDB', 'MongoDB', 'AWS', 'EDGE', 'Docker', 'Kubernetes']"
Site Reliability Engineer,Novatec Software Engineering España SL,Sin informacion,20.000€,Madrid,06-01-2023,"['Java', 'Spring', 'Next', 'Kotlin', 'AWS', 'GIT', 'Docker', 'Kubernetes', 'Agile', 'Scrum', 'Basis']"
Software Engineer,DNV,5,Sin informacion,Barcelona,06-01-2023,"['Core', 'REST', 'MongoDB', 'Hardware', 'Kubernetes', 'Agile']"
System Administrator Intern,ALOHAS,Sin informacion,Sin informacion,Barcelona,06-01-2023,"['iOS', 'Ubuntu', 'Google Cloud Platform', 'Docker', 'Kubernetes', 'Windows']"
"Senior Technical Account Manager - OpenShift (Remote, Spain)",Red Hat Software,Sin informacion,Sin informacion,Sin informacion,06-01-2023,"['Core', 'C', 'Python', 'R', 'Access', 'Hardware', 'Linux', 'Red Hat', 'DNS', 'AWS', 'Microsoft Azure']"
"Senior Frontend Developer, Cardano Spot",Emurgo,5,Sin informacion,Sin informacion,06-01-2023,"['Core', 'API', 'React', 'React Native', 'Blockchain', 'CMS', 'Drupal', 'WordPress']"
Senior Developer,HRLocker,0,Sin informacion,Sin informacion,08-12-2022,"['.NET', 'ASP.NET', 'Core', 'Angular', 'API', 'ASP', 'C', 'Android', 'iOS', 'JavaScript', 'React', 'SQL', 'SQL Server', 'Microsoft Azure', 'Blockchain', 'Agile']"
Nodejs & C++ Software Engineer,Whisbi,6,Sin informacion,Barcelona,08-12-2022,"['Core', 'C', 'Next', 'ExpressJS', 'Nodejs', 'EDGE', 'Agile', 'Kanban', 'Scrum', 'Basis']"
(Senior) Java Developer (m/f/d),ePages GmbH,Sin informacion,Sin informacion,Barcelona,05-01-2023,"['Java', 'Spring', 'Kotlin', 'MySQL', 'REST', 'Elasticsearch', 'Linux', 'Google Cloud Platform', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'Windows', 'Agile', 'Scrum']"
Frontend Developer,Red Points,5,Sin informacion,Barcelona,05-01-2023,"['Cycle', 'Core', 'Sass', 'JavaScript', 'React', 'Redux', 'R', 'UML', 'AWS', 'Docker', 'Agile']"
MLOps Engineer,Seedtag,3,Sin informacion,Sin informacion,05-01-2023,"['API', 'Less', 'Natural', 'Python', 'Access', 'Google Cloud Platform', 'Jenkins', 'Docker', 'Kubernetes', 'Kafka']"
Senior Site Reliability Engineer,Workato,5,Sin informacion,Barcelona,08-12-2022,"['C', 'Java', 'JavaScript', 'MySQL', 'Python', 'Ruby', 'Tensorflow', 'MongoDB', 'Redis', 'DNS', 'AWS', 'EDGE', 'Kubernetes', 'Kafka', 'Spark']"
Fullstack Developer,Talan,5,Sin informacion,Madrid,08-12-2022,"['Angular', 'CSS3', 'HTML5', 'J2EE', 'JPA', 'Hibernate', 'JUnit', 'Maven', 'Spring', 'JavaScript', 'PL', 'REST', 'SQL', 'Oracle', 'Unix', 'GIT', 'Jenkins', 'Blockchain', 'Agile']"
Engineering Matching Specialist,Andela Talent Network,4,Sin informacion,Sin informacion,04-01-2023,['IoT']
Engineering Matching Specialist,Andela,4,Sin informacion,Sin informacion,04-01-2023,['IoT']
"QA Automation Engineer, Madrid",Thetaray,2,Sin informacion,Madrid,08-12-2022,"['Java', 'Next', 'Python', 'Shell', 'Linux', 'Kubernetes', 'Agile']"
Senior AI Engineer,WebBeds,5,Sin informacion,Sin informacion,03-01-2023,"['Core', 'API', 'Next', 'Express', 'EDGE', 'ERP']"
Data Engineer,WebBeds,2,Sin informacion,Sin informacion,03-01-2023,"['Core', 'API', 'Next', 'Express', 'SQL', 'EDGE', 'Business Intelligence', 'ERP']"
Full Stack Developer - React & Nodejs,Tiendeo,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Nodejs', 'React', 'ReduxJS', 'REST', 'Jenkins', 'Docker', 'Agile', 'Kanban', 'Scrum']"
Backend Software Developer,Rubiko,3,Sin informacion,Barcelona,08-12-2022,"['.NET', 'ASP.NET', 'Core', 'ASP', 'C', 'Go', 'Java', 'NoSQL', 'R', 'REST', 'SQL', 'MongoDB', 'AWS', 'Docker', 'Agile']"
DevOps Engineer AWS,Collective Minds Radiology,5,Sin informacion,Barcelona,08-12-2022,"['C', 'Next', 'PHP', 'Laravel', 'Redis', 'Linux', 'AWS', 'EDGE', 'Docker', 'Kubernetes']"
Principal Engineer,PayFit,4,Sin informacion,Barcelona,08-12-2022,"['Core', 'JavaScript', 'Next', 'Node', 'React', 'AWS', 'Docker', 'Kubernetes']"
Director of Product,WebBeds,5,Sin informacion,Sin informacion,29-12-2022,"['Core', 'API', 'Next', 'Express', 'EDGE', 'ERP', 'Agile']"
[Catalog Gear] Senior Software Engineer - Frontend,ManoMano,7,Sin informacion,Barcelona,08-12-2022,"['CSS', 'Sass', 'JavaScript', 'Next', 'React', 'Redux', 'TypeScript', 'Access', 'AWS', 'GIT', 'Docker', 'Kubernetes', 'JIRA', 'SAS']"
Software Engineer - Sports,The Workshop,4,Sin informacion,Málaga,08-12-2022,"['Angular', 'Java', 'React', 'Kotlin', 'EDGE', 'Kubernetes', 'Kafka', 'Agile']"
Lead Developer (Angular & Node.js) 100% REMOTO,Acertto Talent Linkers SL,5,Sin informacion,Madrid,08-12-2022,"['Angular', 'JavaScript', 'Nodejs', 'Node', 'TypeScript', 'MS SQL', 'MySQL', 'SQL', 'MongoDB', 'Bases de Datos', 'CRM']"
Python Backend Engineer (full remote / hybrid),Qustodio,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['NoSQL', 'Python', 'Django', 'REST', 'SQL', 'EDGE', 'Kubernetes']"
Supplier Integrations Analyst,WebBeds,3,Sin informacion,Sin informacion,27-12-2022,"['Core', 'API', 'Next', 'Express', 'SQL', 'EDGE', 'ERP']"
Lead Software Engineer (d/f/m) - Core HR - Madrid or Remote,Personio,7,Sin informacion,Madrid,08-12-2022,"['Core', 'Go', 'Java', 'Spring', 'Kotlin', 'PHP', 'Access', 'AWS', 'Docker', 'Kubernetes', 'Kafka', 'Agile']"
Software Engineer (Node.js),Viaplay Group,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Less', 'Java', 'Node', 'React', 'PHP', 'R', 'REST', 'AWS', 'Radio', 'Agile']"
AWS DevOps Engineer,Version 1,Sin informacion,Sin informacion,Barcelona,24-12-2022,"['Java', 'Nodejs', 'Python', 'AWS', 'Jenkins', 'Kubernetes']"
BackEnd Developer JAVA / Spring (Remoto),Redegal,4,Sin informacion,Orense,08-12-2022,"['Java', 'Spring', 'R', 'Bases de Datos', 'JIRA', 'Agile', 'Scrum']"
Formal Methods Research Engineer,47 Degrees,Sin informacion,Sin informacion,Sin informacion,23-12-2022,"['Core', 'Kotlin', 'Scala', 'Access', 'EDGE', 'VCS', 'GIT', 'Kafka', 'Agile']"
Master Data Analyst,WebBeds,Sin informacion,Sin informacion,Sin informacion,22-12-2022,"['Core', 'API', 'Next', 'Express', 'REST', 'SQL', 'EDGE', 'CRM', 'ERP', 'SAP']"
Software Engineer,Clarivate,5,Sin informacion,Barcelona,22-12-2022,"['Angular', 'C', 'Java', 'Python', 'SQL', 'Apache', 'Elasticsearch', 'Oracle', 'AWS', 'Agile']"
